url,likes,description
https://chat.openai.com/g/g-HBwMXXqdq-quiz-weaver?fbclid=IwAR1QTeLRl0-zuz6FoMCl9Nvm7-UsnIMYk_CLoJh5mTn04euzkRCt8JRMDrg,72,"Developed a personalized GPT tool, 'Quiz Weaver,' capable of generating quizzes and exporting to platforms like Kahoot, Quizizz, Blooket, and Google Forms, while seeking suggestions for additional platforms to integrate into the system, with updates and further details available at the dedicated page: https://wonderweave.idealistspace.com/gpts/quiz-weaver/."
https://matthewwemyss.wordpress.com/2023/09/15/choose-your-own-ai-adventure-unlocking-the-educational-potential-of-ai-driven-interactive-stories/?fbclid=IwAR34yNMX6rxgReo1l7aehPBI9o-e6frMA62QIaZkmZvTQNUgr4bUOQKEifk,72,"Enhance student engagement and personalized learning by integrating 'choose your own adventure' games, where interactive storytelling intertwined with tailored curriculum content fosters critical thinking, problem-solving, and key skill development while offering embedded quiz questions for feedback, encouraging curiosity, investment, and deeper conceptual understanding within a game-ified learning environment."
https://www.facebook.com/photo/?fbid=7132753136769317&set=gm.882774849920500&idorvanity=703007927897194,74,"This bell curve delineates the spectrum of AI involvement in education, from 'AI Autopilot' to 'Full Student Autonomy', utilizing a set of statements placed along the curve to pinpoint the 'Sweet Spot' for ethical guidelines, fostering human-AI collaboration while preserving critical human decision-making, and ensuring transparency, with downloadable and customizable statements available for policy development."
https://austincc.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=1d0adba9-bc81-43f5-aec8-b0b901633359&fbclid=IwAR3f0B9S5tzJC3kJQdXmlyoIEVP-XVHqcio2XQ47EVsw1fhgO2_vciFmvk8,74,"Insights on leveraging ChatGPT for ESL lessons, offering guidance on prompt creation, utilizing GPT for writing lessons in sheets and docs, and exploring its merits and limitations as an assessment tool for educators, while providing numerous practical tips and samples for effective language learning experiences"
https://maven.com/p/380038?fbclid=IwAR3oFvimvB7jWugEIsFFTUG7AKu2TeFHW8QSkWqyKA7GzUO3AeqURCyKJZ0,78,"A comprehensive, free guide titled 'How to Talk About Generative AI in Your School,' featuring discussion prompts, interactive activities, and key talking points catered to school leaders seeking practical insights and tools for navigating ethical AI integration in education, available for download at https://maven.com/p/380038."
https://padlet.com/aliciabankhofer/custom-gpts-for-education-9atwnmgcs22696go?fbclid=IwAR1oDUL7gGwSXbIMA_btlQQnhJ6XHWJCmVfNVZt-xpbrQFF6WdRq2NlenmA,79,"A curated collection of custom GPT examples for educators with an open Padlet for collaborative contributions, aiming to create a diverse resource pool for innovative educational applications."
https://www.facebook.com/photo/?fbid=7146074595437171&set=gm.884594723071846&idorvanity=703007927897194,85,"A revised model for the ethical deployment of AI in education, leveraging insights from the paper 'Toward a Framework for Levels of Robot Autonomy in Human-Robot Interaction' to create a nuanced Level of AI Automation table and corresponding flowchart, facilitating a structured decision-making process for educators to determine the appropriate level of AI involvement in educational tasks, all available for adaptation and use within diverse educational contexts."
https://ericjms.gumroad.com/l/chatgpt-teacher-prompts?fbclid=IwAR0W6ahOcySsQgjpSbq-UU5IGkHVWS85eF-zmxc9-j30r9MJGrJ_oaFWTsA,90,"A valuable collection of ChatGPT prompts beneficial for multiple teaching aspects, including lesson planning, student feedback, report card comments, and assessment grading, available as a free resource via: https://ericjms.gumroad.com/l/chatgpt-teacher-prompts, with a request for feedback to enhance its utility for educators."
https://www.facebook.com/photo/?fbid=822250056372335&set=a.176844887579525,93,"In our year-long journey with Artificial Intelligence Apps, these are gathered invaluable insights: from starting with ChatGPT to recognizing AI's transformative impact on education, emphasizing ethical usage while leveraging its potential to enhance productivity, and providing resources to elevate skills through recorded videos."
https://padlet.com/aliciabankhofer/creating-images-with-generative-ai-jvk7en4211219lzn?fbclid=IwAR21ThDh3uE0mbeiePYP7c2B7LMgz_Fli00bu6WMEmyCR5M-hCdw7PQ6PB8,94,"Valuable tips for training students in generating AI images via a Padlet page and provided a Pages working document for 1:1 iPad schools, facilitating engaging lessons where students experiment with various AI tools, test prompt consistency, and explore copyright and provenance concerns."
https://www.facebook.com/photo?fbid=821325029798171&set=a.176844887579525,103,Requested infographic featuring the Most Popular AI Tools for the Classroom—a gift to kickstart the New Year!
https://www.facebook.com/photo/?fbid=10163122259512166&set=gm.850827916448527&idorvanity=703007927897194,107,"Consideration-provoking: In approximately two years, the pervasive integration of AI in writing might become as expected as using GPS on your phone to navigate, inviting curiosity and opinions on this foreseeable transformation."
https://www.linkedin.com/pulse/ai-fosters-critical-thinking-talk-prompts-holding-us-ordinary-jack-vhx6f/?utm_source=share&utm_medium=member_android&utm_campaign=share_via&fbclid=IwAR0IATvV0Mk_98XBoUuQ60a1HE2f3Sw3feFaQUIF2_EfU5Mc4ukrtxFtfbY,108,"In light of recent affirmations from OpenAI's Logan Kilpatrick, it's clear that humanities and English teachers possess innate skills crucial for guiding students effectively through AI utilization, solidifying their pivotal role in shaping AI literacy and fostering critical thinking in education."
https://youtu.be/Jtb6Ztxfy9I,118,"Encouraging a proactive approach, fostering students' skills and ethical understanding of AI usage, promoting its integration to support their academic endeavors, akin to the approach demonstrated in these prompts."
https://theconversation.com/australia-has-its-first-framework-for-ai-use-in-schools-but-we-need-to-proceed-with-caution-219094?fbclid=IwAR1mgzrgj9Ai2Dp5wG1P9Or7fIfxbiBc5o8XvLn86QIzT-ZY9C9twm24ngA,119,"Exploring Australia's inaugural national framework for Generative AI in schools, a significant blueprint offering insights into AI policy and literacy, detailed in this valuable article: https://theconversation.com/australia-has-its-first..."
https://www.youtube.com/watch?v=x5Jz6O30FtM,126,Rethink your classroom policies as ChatGPT outsmarts traditional norms; learn the art of effective prompting for a tech-savvy teaching approach and watch how it revolutionizes education: https://youtu.be/x5Jz6O30FtM.
https://www.facebook.com/photo/?fbid=10162059448381320&set=gm.883736769824308&idorvanity=703007927897194,134,"The most significant discovery this semester: Specific and contextual prompts yield favorable outcomes, while vague prompts lead to less successful results; surprisingly, 'negative' prompts cause considerable confusion for GPT, resulting in amusingly perplexed responses!"
https://curipod.com/generators/Wrap-your-head-around-idioms/g/eea12afa-c4b6-4986-99d5-00dfa4f1180a?fbclid=IwAR22c7mJ7QPyHQdg60hRPLcqF4nMurQ1TZpIz4KjUOeazRAsHnW7taFnc1o,140,"Top AI generator discovery in Curipod, an engaging tool that ensures students remember idioms such as 'It's raining cats and dogs' or 'Bite the bullet'—invite to experience it firsthand with your favorite idioms here: https://curipod.com/.../eea12afa-c4b6-4986-99d5-00dfa4f1180a."
https://automark.io/,159,"Check out automark.io, a free AI-powered tool that expedites essay grading and marking, allowing for significantly faster assessment processes, accessible via this link: https://automark.io/."
https://kidsthinkwide.com/picture-prompts/?fbclid=IwAR174NAy1j7tU1mUdg--dl7G5Q_1Gq6orApFVUJ4LM3RYJFand4ksMACQr8,161,"Recently discovered an incredible resource, https://kidsthinkwide.com/picture-prompts/, showcasing a vast collection of AI-generated images coupled with writing prompts, offering an array of interactive assignments, animated visuals, and user-friendly navigation, making it a valuable tool for inspiring young writers and serving as exemplary material for creative endeavors."
https://www.facebook.com/photo/?fbid=1497435880826348&set=gm.899816124883039&idorvanity=703007927897194,165,"An AI Literacy Framework, merging the UNESCO Digital Literacy Global Framework with AI skills, drawing insights from AI-focused experts, conferences, and LinkedIn communities, and I welcome constructive feedback from fellow educators to further refine this resource."
https://www.facebook.com/photo/?fbid=7125249424186355&set=gm.881673773363941&idorvanity=703007927897194,209,"A thought-provoking slide on ethics in AI for Education that sparked engaging conversations during a recent session, serving as a valuable visual prompt to navigate and sustain discussions around crucial AI-related concerns in education."
https://www.facebook.com/photo/?fbid=1051146899464963&set=gm.890340872497231&idorvanity=703007927897194,223,"An informative poster highlighting ChatGPT's versatile assistance in various educational facets, from lesson planning to facilitating parent communication, aiming to support educators with innovative teaching hacks amidst the EdTech revolution."
https://www.iesalc.unesco.org/wp-content/uploads/2023/04/ChatGPT-and-Artificial-Intelligence-in-higher-education-Quick-Start-guide_EN_FINAL.pdf?fbclid=IwAR2pwjFz5KgCxhCrEJOGWm_w0N8YsiqGc5GFPXOmZWz6wnNqzOvka7Ehx-0,249,"UNESCO's comprehensive guide on ChatGPT/AI usage in higher education offers a detailed exploration of ethical concerns, educational applications, and policy considerations, highlighted by a screen capture (page 9), serving as a valuable resource for education leaders aiming to establish policy guidelines, accessible at: https://www.iesalc.unesco.org/.../ChatGPT-and-Artificial..."
https://www.instagram.com/reel/C0AetCixWRx/?fbclid=IwAR34yNMX6rxgReo1l7aehPBI9o-e6frMA62QIaZkmZvTQNUgr4bUOQKEifk,302,This solution is brilliantly simple yet incredibly clever.
https://www.canva.com/design/DAF2g_WpHDM/Oy5bdTSVDImCESIcvIqj2A/view?utm_content=DAF2g_WpHDM&utm_campaign=designshare&utm_medium=link&utm_source=editor&fbclid=IwAR028N4TY3sbKCVkMQ9IZJQvtzxaui3hqLcotZ_hskW14tOmH9rS_CpWm0M,322,"A slideshow aimed at both teachers and students to introduce and promote 'AI for Learning' in an accessible, non-technical manner, which can be accessed and downloaded along with the backstory via the link provided"
https://www.facebook.com/photo/?fbid=24821132324138688&set=gm.899401241591194&idorvanity=703007927897194,626,"Developing an essential framework, inspired by Dr. Mike Perkins' work and adapted for K12, to establish an 'Acceptable Use of AI' plan for schools, ensuring clarity and guidance for students and educators navigating AI integration in assignments, now available for download including an editable template addressing insightful feedback received (link to the original paper https://arxiv.org/abs/2312.07086 and https://go.ncdpi.gov/AI_Assessment_Scale)."
https://www.instagram.com/p/CvmYNs-s-xf/?igshid=MzRlODBiNWFlZA%3D%3D&fbclid=IwAR034avqRHZ6giEIWRfJRI0E0BtQYLDQ1Y0UoDqwTAIOd_vbk5PKlVEZ6jQ,825,"Sharing a streamlined process to create Kahoots in less than 2 minutes for free, utilizing a straightforward four-step method incorporating an advanced mega prompt with #ChatGPT, showcased in this tutorial video: https://youtu.be/4mFA6tDMddg"
https://www.facebook.com/photo/?fbid=10225571389099736&set=gm.876520903879228&idorvanity=703007927897194,1.3K,"Revised ChatGPT anchor chart for high school English, emphasizing ethical AI use as a writing support without mandatory requirement, providing examples for students and ensuring all writing is conducted within a monitored Google Doc for revision oversight and potential issues."
https://www.facebook.com/permalink.php?story_fbid=907029900766136&id=100043774020734&ref=embed_post,289,The innovative Periodic Table 2.0 featuring the first twenty chemical elements uniquely crafted by AI - an awe-inspiring collection that's undeniably cool!
https://theaienglishteacher.wordpress.com/2024/01/01/one-good-thing-ep4-claude-ai-pdf-analysis-for-teachers/?fbclid=IwAR0nV_FXxXtplbp-k-xpVjhEzMX_ivA-UpF7O0hCpf5Wc9MNvnJSLFp-16A,51,"Exploring Claude AI has been a delight; its remarkable feature of analyzing uploaded PDF documents is brilliant, and as a writing tool fueled by current sources, it's incredibly powerful."
https://www.facebook.com/photo/?fbid=10220386293922328&set=gm.908366264028025&idorvanity=703007927897194,82,"Absolutely enamored with DALL-E for its transformative impact on class content - witness the remarkable difference between these two slides, pre and post-DALL-E makeover!"
https://www.facebook.com/photo/?fbid=821325029798171&set=a.176844887579525,115,"Discover the culmination of extensive research and insights from 94 educators worldwide unveiling the top-tier Educational AI tools that promise to revolutionize your classroom experience, saving time and enhancing student engagement - explore these game-changing AI applications designed to transform lesson planning and teaching methodologies for both seasoned and new teachers alike, and share your thoughts on which AI tool excites you most!"
https://www.facebook.com/photo?fbid=822250056372335&set=a.176844887579525,180,"Reflecting on a year's worth of insights, discover the evolving landscape of AI tools in education, emphasizing the potential, challenges, and ethical considerations while offering an array of informative videos to navigate the transformative impact of AI, especially ChatGPT, in classrooms and instructional design."
https://theaienglishteacher.wordpress.com/2024/01/04/one-good-thing-ep5-shall-we-play-a-game-quizizz-with-ai/?fbclid=IwAR03QT-tePv288X5pHNSLF8z_f3XCS1XzvVX7QeL1keyM4r6M69N5XKU-cE,68,"Embracing the AI-powered prowess of Quizizz as a daily go-to tool, I'm curious to hear others' experiences and explore similar gamification platforms infused with AI capabilities to enhance learning further."
https://www.facebook.com/photo/?fbid=10160051706241553&set=gm.906372084227443&idorvanity=703007927897194,79,"Exploring a novel approach with ChatGPT as a 'thinking partner' rather than an idea generator, these tailored prompts in diverse educational scenarios leverage its guidance to support problem-solving, decision-making, and critical thinking skills while fostering a collaborative and reflective process for educators and students alike."
https://welearnwegrow.medium.com/best-practices-from-students-on-using-chatgpt-in-high-school-f94822173f66,55,"Exploring the student perspective on ChatGPT, a survey of eight teens highlights its significant impact as a game-changer in learning and schoolwork management, providing insights into its role in modern education and student experiences."
https://www.facebook.com/photo/?fbid=10160657673883859&set=gm.798761751655144&idorvanity=703007927897194,97,"Former educator seeking feedback on the development of an 'AI Teacher's Assistant' Chrome extension designed to streamline tasks within Google Classroom and Gmail, aiming to enhance efficiency and support teachers in various administrative aspects beyond grading."
https://www.facebook.com/photo/?fbid=1087366572412303&set=gm.904288211102497&idorvanity=703007927897194,65,Empower your teaching moments with ChatGPT as it transforms challenging lessons into successes; invite educators to share their AI integration challenges while highlighting a specific prompt seeking engaging activities to rekindle student interest in a particular subject or concept.
https://maven.com/p/380038?fbclid=IwAR0FCqvuv93T9QLjJ7umDrwm46Lvv1KNGGlOLNeR7qwGU834Nt8WU0szJMQ,78,"An invaluable resource for educational leaders, offering insightful discussion prompts, interactive activities, and key talking points to navigate the integration and ethical considerations of generative AI in schools, aimed at facilitating meaningful conversations and practical implementation."
"https://edintegrity.biomedcentral.com/articles/10.1007/s40979-023-00146-z?fbclid=IwAR3Ud-G5YfN0TZygOZF2mX_yXdZXseGEkjVSWcV9HFpny4zSJzbbJu9an5Y#:~:text=Metrics,details",52,"Questioning the reliability of AI-driven plagiarism detection tools like Turnitin in education, juxtaposing marketing claims with recent research findings that challenge the accuracy and dependability of these tools, raising concerns about the acceptance of unverified marketing narratives within the educational sector."
https://padlet.com/aliciabankhofer/creating-images-with-generative-ai-jvk7en4211219lzn?fbclid=IwAR0UaOXrD_z7-1j3yWqgTroDv18vULHEQERIyGEIqhrbCerwTzkkMGbepqg,94,"Explore a comprehensive resource on training students in generating AI images, shared via Padlet, and employing Pages working documents for storage, fostering engaging lessons that encourage experimentation, tool exploration, consistency testing, and discussions on copyright and provenance concerns."
https://www.instagram.com/reel/C01bkoXtoKF/?fbclid=IwAR3c3mhe_E2rmqJQBG8XVGM9_Xt1P6xB6tm6zEM7iKxkpRBD2gnOZNGye6E,51,"Exploring the potential future of education, MacKenzie Price introduces an innovative AI-guided individualized learning approach at the school, combining academics with essential life skills in a two-hour session, sparking discussions about the role of AI in shaping the classroom experience."
https://www.facebook.com/photo/?fbid=10160752836502970&set=gm.828544585343527&idorvanity=703007927897194,108,"Inspired by a recent AI/ChatGPT presentation by Dr. Sabba Quidwai, a district's superintendent advocates for the open embrace and integration of ChatGPT in education, fostering a proactive approach that encourages both teachers and students to utilize this technology within the classroom."
https://kidsthinkwide.com/picture-prompts/?fbclid=IwAR0dgRd531SYRIRC7gr4EXSMCBw9e7HSgVR-r1mkXyFoBlwh_m8pkXpm99I,161,"Discover an incredible resource at kidsthinkwide.com/picture-prompts offering a diverse collection of AI-generated images paired with writing prompts, catering to young writers with interactive Choose Your Own Adventure assignments and animated visuals, serving as excellent exemplars for creative inspiration."
https://www.facebook.com/groups/703007927897194/permalink/896025338595451/?mibextid=uJjRxr,159,"In a comprehensive analysis of AI usage among students, findings reveal a significant discrepancy between cited AI usage and detection by Turnitin's AI detector, highlighting potential limitations in identifying AI-generated content, while data from ChatGPT's analysis mode unveils prevalent patterns of AI tool use and preferences in academic assignments, prompting considerations for refining student AI integration strategies in future courses."
https://www.facebook.com/photo/?fbid=10163316582612166&set=gm.894718578726127&idorvanity=703007927897194,154,"Presenting insightful survey findings compiled from global students regarding their utilization of AI, unveiling surprising trends and perspectives, coupled with analysis aided by ChatGPT and featuring a compelling quote by high school senior Sidhi Dhanda on AI and cognitive processes."
https://www.canva.com/design/DAF2g_WpHDM/Oy5bdTSVDImCESIcvIqj2A/view?utm_content=DAF2g_WpHDM&utm_campaign=designshare&utm_medium=link&utm_source=editor&fbclid=IwAR1nB45BqtxhgrauRRj0tsTREvxKRzwLcCyyAWDMzD80ROAKnP_kVkXPbN8,321,"Introducing an engaging, non-technical slideshow aimed at both teachers and students, advocating for 'AI for Learning' in a comprehensible manner, accompanied by a compelling story detailing its creation and purpose."
https://www.facebook.com/groups/703007927897194/permalink/895902825274369/?mibextid=uJjRxr,65,"Announcing the release of OpenAI's comprehensive Prompt Engineering Guide, featuring six strategies and numerous tactics to prompt LLMs effectively, supported by a summary and instructional video, advocating for enhanced utilization and sharing of this valuable resource."
https://bit.ly/cool-tools-23,56,"Presenting a curated collection of innovative educational AI tools shared daily through December, featuring a diverse range from MagicSchool AI to Quizizz AI, inviting engagement and discussions on tool usage and additional recommendations within the educational technology sphere."
https://www.chronicle.com/article/chatgpt-has-changed-teaching-our-readers-told-us-how?sra=true&fbclid=IwAR2B1V4U6P6N_zD8cDET4a9MvgidAh2u3e7RRrDbbcy1fRE5Q8oyFp868nw,59,"An insightful article delving into the transformative impact of ChatGPT and AI on the landscape of education, showcasing their evolving role in redefining teaching methodologies."
https://sidorkin.blogspot.com/2023/12/is-ai-doing-too-much-for-students.html?fbclid=IwAR1VTaD8v5T0e2zjkFoWP0vC-AUDoe7rlR7RnDDiUQIBQxKON8L9YOFyMmA,60,"Addressing educators' valid concern about AI's potential to disrupt the 'Goldilocks zone' in learning tasks by either overly solving problems or hindering skill development, acknowledging the complexity of this issue and the nuanced response required to balance AI's support and guidance without impeding learners' growth."
https://www.facebook.com/groups/703007927897194/permalink/809934677204518/?mibextid=uJjRxr,123,"Expanding the creative potential of teaching philosophy through ChatGPT, utilizing exemplars and imaginative conversations to elucidate and explore key concepts, fostering deeper understanding and engagement among Social Studies teachers and students."
https://curipod.com/generators/Wrap-your-head-around-idioms/g/eea12afa-c4b6-4986-99d5-00dfa4f1180a?fbclid=IwAR3HwHU8esv3SpgpcrvPgSEB27_4UK76l8qQe_ii3wQBClXiGzc4csfeTeA,140,"Explore an engaging AI generator on Curipod that vividly illustrates idioms, making language learning memorable for students while inviting them to discover their favorite idiomatic expressions."
https://theconversation.com/australia-has-its-first-framework-for-ai-use-in-schools-but-we-need-to-proceed-with-caution-219094?fbclid=IwAR1VTaD8v5T0e2zjkFoWP0vC-AUDoe7rlR7RnDDiUQIBQxKON8L9YOFyMmA,119,"The Australian national framework offers a valuable model for understanding Generative AI's role in schools, shaping policy and fostering AI literacy within educational settings."
https://theaienglishteacher.wordpress.com/2024/01/01/one-good-thing-ep4-claude-ai-pdf-analysis-for-teachers/?fbclid=IwAR3PFUwMhg-3JNmnJy7GUA4K3pmQUFG5PH4dRCz470eNDRJE9NxFovb3gqA,51,"Users have found Claude AI's feature allowing PDF document analysis and its utilization as a potent writing tool, leveraging its training on current sources, to be an exceptionally valuable experience."
https://onedrive.live.com/?authkey=%21AJtfORc5hTD52OA&id=33C9CEF256C52F38%2111864&cid=33C9CEF256C52F38&parId=root&parQt=sharedby&o=OneUp,142,"Utilizing ChatGPT, I successfully condensed an extensive audio and film curriculum into a tailored 6-week short course with mapped content aligned to learning outcomes, assessment criteria, and a curated ecosystem of apps and tools supporting the delivery of the program."
https://www.facebook.com/photo/?fbid=25141090785490447&set=gm.888362452695073&idorvanity=703007927897194,70,Tried diagram to explain the uses of AI as a continuum.
https://www.instagram.com/reel/C0AetCixWRx/?fbclid=IwAR26L_zP9t5eH9lXNvXs-oA5Uy4SJm1J9wS2Tx1gcp6DYBpa210fH4qP7OM,302,"This advice provides strategies for teachers to safeguard against AI misuse and plagiarism by embedding 'trojan horses,' emphasizing the importance of references, and ensuring support for students through accurate identification of plagiarism in essay prompts and short-answer questions."
https://ericjms.gumroad.com/l/chatgpt-teacher-prompts?fbclid=IwAR31glPmdbGsC59AUqBlvyk2oqRkaif4tPKsYcpRiRUVt8LjwjPFSM6cofA,90,"This free collection of ChatGPT prompts offers valuable assistance for teachers in crafting lesson plans, providing student feedback, writing report card comments, and grading assessments, aiming to support educators in various aspects of teaching."
https://www.iesalc.unesco.org/wp-content/uploads/2023/04/ChatGPT-and-Artificial-Intelligence-in-higher-education-Quick-Start-guide_EN_FINAL.pdf?fbclid=IwAR3mPS224GLh3JXCPKc6_vnKdQNgCk5N7wu3o_t2ZwFEi0AeBvzM6exGLg8,249,"UNESCO's guide offers a comprehensive overview of ChatGPT and AI use in higher education, highlighting ethical considerations, issues, and educational applications, serving as a valuable resource for education leaders aiming to formulate policy guidelines."
https://padlet.com/aliciabankhofer/custom-gpts-for-education-9atwnmgcs22696go?fbclid=IwAR3f4TinWzJef7-O1MuLhh6EXGzqNcmmCqABZBAckBYf2q5kmpUXL9iNg_I,79," A curation of customized GPT examples tailored for educators, inviting contributions to a collaborative Padlet for an expansive collection."
https://chat.openai.com/g/g-IcqtQpkIa-creating-structured-courses-by-coursegenie-ai?fbclid=IwAR26L_zP9t5eH9lXNvXs-oA5Uy4SJm1J9wS2Tx1gcp6DYBpa210fH4qP7OM,71,"Introducing CourseGenie.ai, a platform offering a customized ChatGPT tool that generates course descriptions, outlines, learning outcomes, objectives, and key lesson points based on provided topics and audience, accessible for free with a ChatGPT plus account or via registration on coursegenie.ai."
https://austincc.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=1d0adba9-bc81-43f5-aec8-b0b901633359&fbclid=IwAR20PSGYm-3Lin920lI5Ep9hXRT-xzrN65-EZ0mLWMDzh0QOIwB6QZAHwr0,74,"In this one-hour session at the Austin Community College Distance Education Symposium, there were shared insights and practical tips on effectively utilizing ChatGPT for ESL lessons, covering prompt-writing strategies, leveraging GPT for sheets and docs in lesson planning, and exploring its advantages, limitations, and applications as an evaluation tool for teachers, enriched with numerous samples and actionable advice for language learning."
https://sidorkin.blogspot.com/2023/12/is-ai-doing-too-much-for-students.html?fbclid=IwAR10inM1RgYshw3MsHwEJPaJpMdvFxzh4ksdBFV7xQ1GZTCoMiGOz-JS4WE,60,"The educators' concern about AI surpassing the 'Goldilocks zone,' solving problems instead of challenging and guiding learners within their zone of proximal development, echoes the delicate balance of support and autonomy, acknowledging its complexity in aligning theory with practical teaching realities."
https://www.nature.com/articles/d41586-023-03505-5?fbclid=IwAR2_ToN3CcRPoemEtkio5cscSlI2cXoWGDcoDJs1e7FphTFQ4b1JaRulKuM,54,"Reflections on the integration of ChatGPT and other generative AI models in education, exemplified by Arizona State University's adoption of GPT-4 and Google's Bard, showcasing the implementation of retrieval-augmented generation to leverage conversational capabilities while minimizing errors by directing chatbots to retrieve answers from designated datasets within ASU courses."
https://www.youtube.com/watch?fbclid=IwAR1gcJTZZw5Se6AKPuO9X9ZgIMUysDED2pW68flid-X-DDmHzqth8W140vA&v=x5Jz6O30FtM&feature=youtu.be,126,"A playful challenge to traditional teaching methods using handwritten submissions, accompanied by an invitation for educators to explore effective prompting techniques in the classroom through a video resource."
https://matthewwemyss.wordpress.com/2023/09/15/choose-your-own-ai-adventure-unlocking-the-educational-potential-of-ai-driven-interactive-stories/?fbclid=IwAR1MJJqVytmY-MSEwJ6kEEWH1T8MtdKHWq_KwjqZ8Q3b6DTru2s2Hs1IQuY,72,"Encourage active and personalized learning by integrating 'choose your own adventure' games into lessons, combining engaging storytelling, tailored curriculum content, and embedded quizzes to foster critical thinking, problem-solving skills, and deeper concept comprehension within an immersive, game-ified environment."
https://chat.openai.com/g/g-u30UK75wp-ai-eduguide?fbclid=IwAR1ooz-YO1xgYCcTxbM2oCHKJzdGzSHZTaPGpnLbJoBfLBxyJdxWFAau57g,64,"Personalized GPT recommending AI tools for teachers and educators, exclusively accessible with GPT-4, marking a shift towards prompt-free AI interactions in the realm of education."
